7.537684157370425,1
10.375455185753271,2
12.565785162063138,3
14.9138049292666,4
17.435447036999623,5
20.50539717395312,6
20.845518523121356,7
23.707937955318428,8
25.162613943357677,9
26.136144649520652,10
34.94645191443685,11
39.99075801903246,12
41.618811143410596,13
42.512466195756616,14
45.13469829691873,15
47.39314118653484,16
47.473942962219546,17
48.93490970850532,18
49.62879604344309,19
49.84896875031629,20
51.77144299596311,21
52.20975632195467,22
54.897245605099954,23
55.77394005397576,24
57.577273393529445,25
60.52512862102569,26
62.46994382860011,27
63.629124493021976,28
63.987302873533906,29
65.70905644585237,30
68.28122225583977,31
68.77009657657531,32
70.79068472656407,33
71.09865360597007,34
72.45804392471092,35
73.37197890247333,36
74.87968870576923,37
75.46828855179359,38
78.10420976434534,39
78.31705110369592,40
80.6042713608443,41
80.855015668749,42
83.39227686938867,43
84.55433517858258,44
84.87993924757822,45
85.96218663648024,46
87.32629699882439,47
88.11044761013295,48
89.62019646333319,49
90.31084082988805,50
92.53356449509303,51
92.82535531681762,52
94.29216115237885,53
94.97218284839317,54
95.43889787857222,55
95.55445728514434,56
96.6402714072155,57
97.53907584851609,58
98.8264466757088,59
100.24043756868268,60
102.47153394289695,61
103.07097160462224,62
103.84306064773207,63
104.74028574999926,64
106.83173499650893,65
107.50423875205858,66
109.23830639626476,67
109.67328739634547,68
110.14095301403711,69
111.81102502426673,70
112.14519942758858,71
112.7183542389019,72
113.9015118454364,73
114.10036085459276,74
115.68925287283646,75
116.30846032403223,76
116.49748626404013,77
116.80832392610705,78
116.87297361569513,79
118.27026980959255,80
119.56730761447538,81
119.67194427735633,82
121.07419601100513,83
121.20287967076692,84
121.73447318530435,85
121.91966327109245,86
123.59634480494466,87
123.8312758060105,88
126.21537316225412,89
126.53490374483448,90
127.26663974156448,91
128.3772636058945,92
128.61899749609185,93
128.83272409561363,94
129.92815997194938,95
130.61594786367294,96
133.47758997837204,97
134.5765469172431,98
135.47783444064524,99
137.64369836284553,100
138.20659004892525,101
139.62256847443788,102
140.0980195707483,103
140.2824366047676,104
141.2014083968355,105
142.1125998139819,106
142.36135471543477,107
142.85659787255543,108
143.30310526497587,109
144.50188893578385,110
144.620848323967,111
145.6418769988329,112
145.74938378310588,113
145.8590426168381,114
148.29549426438524,115
149.0829500217491,116
149.87860435276585,117
151.0926127495677,118
151.15484193686834,119
151.2332403830002,120
151.46041970657905,121
153.33001088234852,122
153.5396349104003,123
153.90860137804245,124
155.73341542641526,125
156.32467632199632,126
157.878878663463,127
158.48310045750787,128
159.60715979193665,129
160.1889051201625,130
160.80404788129363,131
162.18184579377444,132
162.29710012737104,133
163.7103829639115,134
165.17005785233113,135
165.2327369931448,136
166.13626257160385,137
166.79339188326233,138
166.88279038910125,139
167.41993791663165,140
168.26573183939502,141
168.32925479258807,142
171.06636914877268,143
171.1668887505199,144
172.38443503526364,145
172.4984680238883,146
